question,answer,prediction,precision,recall,f1,hash
"你好,请问魈先生有什么性格特点呢?","魈,守护他人，有责任担当",好，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，魈，,0.3695366382598877,0.4638647437095642,0.4113624393939972,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问白术先生有什么性格特点呢?","白术,救死扶伤",好，白术熟悉中医，有治愈患者的好口碑,0.5572261810302734,0.6023531556129456,0.5789116024971008,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"夏洛蒂女士,来自何方?",夏洛蒂来自枫丹,夏洛蒂来自枫丹,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
优菈的元素属性是什么?,冰元素,"优菈,冰元素",0.7329245209693909,0.9064151048660278,0.8104895949363708,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
久岐忍女士的工作是什么?,久岐忍是帮派荒泷派的二把手,久岐忍是帮派荒泷派的二把手,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良女士会用哪种元素?,草元素,绮良良使用雷元素,0.5979324579238892,0.7300514578819275,0.6574198603630066,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问神里绫人的性格特征是什么？,"神里绫人,认真工作、履行职责的公务人员","神里绫人,认真工作、履行职责的公务人员",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚的职责是什么?,罗莎莉亚是西风教会修女,罗莎莉亚是西风教会修女,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问北斗女士是做什么工作的?",北斗是「南十字」的首领,北斗是星云低调行动派成员,0.6681208610534668,0.684478223323822,0.6762006282806396,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问北斗的性格特点是什么?","北斗,有强大的领袖力，船队水手信任他","北斗,有强大的领袖力，船队水手信任他",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜的性格是什么?,"芙宁娜,有表演天赋，青春","芙宁娜,有表演天赋，青春",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问雷泽先生是做什么工作的?",雷泽是狼少年,雷泽是巫女，兼具战士与魔法师的双重身份,0.5808212757110596,0.7493507862091064,0.6544098854064941,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚女士来自什么国家?,罗莎莉亚来自蒙德,蒙德,0.8396364450454712,0.5657883286476135,0.6760326027870178,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术先生的职责是什么?,白术是中医,白术是中医,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问九条裟罗女士的性格特点是什么?","九条裟罗,雷厉风行，以身作则","九条裟罗,雷厉风行，以身作则",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
八重神子是什么性格?,兼具智慧与美貌的大姐姐,"八重神子,兼具智慧与美貌的大姐姐",0.828992486000061,0.9518810510635376,0.8861968517303467,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问芭芭拉女士来自哪里?",芭芭拉来自蒙德,芭芭拉来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问安柏女士来自哪里?",安柏来自蒙德,安柏来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜的职业是什么?,莫娜是清贫的占星术师,莫娜是朴素的学者,0.8271009922027588,0.7571336030960083,0.7905722260475159,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问米卡先生是什么职务?",米卡是西风骑士团游击小队测绘员,米卡是伙伴之一，有价值的商人,0.6401715278625488,0.6134619116783142,0.6265321373939514,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,早柚女士使用哪种元素?",风元素,早柚使用风元素,0.7182047367095947,0.8798654079437256,0.790858268737793,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗先生掌握哪种元素力?,岩元素,"荒泷一斗控制岩元素
岩元素",0.6378909349441528,0.7895212173461914,0.7056524157524109,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问早柚的元素力是什么？,风元素,早柚使用风元素,0.7182047367095947,0.8798654079437256,0.790858268737793,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问夜兰的性格特点是什么?","夜兰,神秘，变幻无常，喜欢搅动情况，无法被摸清意图","夜兰,神秘，变幻无常，喜欢搅动情况，无法被摸清意图",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问甘雨女士的性格特点是什么?","甘雨,崇拜岩王帝君，认真负责","甘雨,崇拜岩王帝君，认真负责",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔来自哪个国家?,诺艾尔来自蒙德,诺艾尔来自蒙德,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里先生能控制什么元素力?,草元素,"提纳里控制草元素
提纳里控制风元素
提纳里控制水元素
提纳里控制冰元素",0.5183444023132324,0.7741265296936035,0.6209256052970886,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问卡维的性格特征是什么？,"卡维,碍于面子，对破产的事避而不谈，乐观","卡维,碍于面子，对破产的事避而不谈，乐观",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜什么性别,迪奥娜是女性,迪奥娜是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾的元素是什么?,火元素,夏沃蕾元素是火元素,0.72721928358078,0.8928460478782654,0.8015662431716919,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚女士的工作是什么?,早柚是「终末番」里的忍者，特殊存在,早柚是歌衣社工作人员,0.7034925818443298,0.6383519172668457,0.6693410873413086,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问菲米尼先生的性格特点是什么?","菲米尼,沉默而独自，怕人，爱水，专注于潜水技巧","菲米尼,沉默而独自，怕人，爱水，专业潜水员",0.9445036053657532,0.9174818396568298,0.9307966828346252,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特的元素是什么?,火元素,"班尼特,草元素",0.636962891,0.7946760654449463,0.7071323990821838,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
七七是男人还是女人？,七七是女性,七七是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲女士从哪里来的?,纳西妲来自须弥,纳西妲来自须弥,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问可莉的性格特点是什么?","可莉,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍","可莉,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫是男孩还是女孩？,宵宫是女性,宵宫是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问罗莎莉亚女士是什么职务?",罗莎莉亚是西风教会修女,罗莎莉亚是西风教会修女,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问久岐忍女士是什么职务?",久岐忍是帮派荒泷派的二把手,久岐忍是帮派荒泷派的二把手,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺使用哪种元素?,雷元素,赛诺使用雷元素,0.694287896156311,0.8676528930664062,0.7713491916656494,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
妮露女士的职责是什么?,妮露是舞蹈艺术家,妮露是海祇岛的公主,0.6764037609100342,0.7049639225006104,0.6903886198997498,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光是什么性格?,"凝光,眼光锐利，能抓住商机，亲近小朋友","凝光,眼光锐利，能抓住商机，亲近小朋友",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问重云的性格特点是什么?","重云,渴望证明自己的实力，不依赖「纯阳之体」","重云,渴望证明自己的实力",0.9392879009246826,0.7762404084205627,0.8500159978866577,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜会用哪种元素?,水元素,水元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问柯莱女士是什么职务?",柯莱是化城郭见习巡林员,柯莱是吟游诗人，风行者柯莱，小说中吟游诗人柯莱，风纪行家，神秘,0.5824581384658813,0.6108781695365906,0.5963297486305237,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷泽是什么职务?,雷泽是狼少年,雷泽是狼少年,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里什么性别,提纳里是男性,提纳里是男性,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
娜维娅是什么身份?,娜维娅是刺玫会的年轻会长,娜维娅是刺玫会的年轻会长,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗是男还是女啊,荒泷一斗是男性,荒泷一斗是男性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夜兰能控制什么元素力?,夜兰控制水元素,夜兰控制水元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云先生是什么身份?,重云是驱邪家、游走方士,重云是驱邪家、游走方士,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
可莉女士是什么身份?,可莉是西风骑士团火花骑士，自认为有宝物,可莉是西风骑士，军旅士兵，熟悉各种武技，渴望证明自己的实力,0.7063445448875427,0.7663754224777222,0.7351365089416504,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问八重神子有什么性格特点呢?","八重神子,兼具智慧与美貌的大姐姐","八重神子,兼具智慧与美貌的大姐姐",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝女士是什么性格?,"坎蒂丝,热爱沙漠，尽到守护职责","坎蒂丝,沙漠守护者",0.8814579248428345,0.7495495080947876,0.8101696372032166,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良的元素属性是什么?,草元素,元素风,0.6996352672576904,0.6858013272285461,0.692649245262146,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼先生是男孩还是女孩？,林尼是男性,林尼是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊是男还是女啊,珐露珊是女性,珐露珊是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利先生来自哪个国家?,莱欧斯利来自枫丹,莱欧斯利来自枫丹,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
托马先生来自哪个国家?,托马来自稻妻,托马来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"优菈女士,来自何方?",优菈来自蒙德,优菈来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问妮露的性别是什么？,妮露是女性,妮露是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
甘雨使用哪种元素?,冰元素,甘雨使用冰元素,0.7246224880218506,0.8804610967636108,0.7949765920639038,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗先生是什么性格?,"荒泷一斗,喜欢斗殴，清闲过头，有点懒惰","荒泷一斗,喜欢斗殴，清闲过头，有点懒惰",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗女士是男孩还是女孩？,北斗是女性,北斗是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"夜兰女士,是什么性别呢?",夜兰是女性,夜兰是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚女士是什么身份?,罗莎莉亚是西风教会修女,罗莎莉亚是西风教会修女,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔从哪里来的?,诺艾尔来自蒙德,诺艾尔来自蒙德,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特是男性还是女性？,琳妮特是女性,琳妮特是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺先生掌握哪种元素力?,雷元素,赛诺使用雷元素,0.694287896156311,0.8676528930664062,0.7713491916656494,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"赛诺先生,他是男孩还是女孩？",赛诺是男性,赛诺是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫的工作是什么?,宵宫是烟花专家，烟花点「长野原」衣钵继承人,宵宫是烟花专家,0.9190418720245361,0.7075766324996948,0.7995637059211731,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪卢克的性格特点是啥?,高贵的绅士,"迪卢克,高贵的绅士",0.7724488377571106,0.9240002632141113,0.8414551615715027,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特女士掌握哪种元素力?,风元素,琳妮特元素风,0.6731234192848206,0.8190513849258423,0.7389518618583679,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离什么性格?,沉稳，深知璃月文化底蕴,"钟离,沉稳，深知璃月文化底蕴",0.899051308631897,0.974429190158844,0.9352238774299622,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗的元素是什么?,雷元素,元素雷,0.7542575001716614,0.7542575597763062,0.7542575001716614,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海是男还是女啊,珊瑚宫心海是女性,珊瑚宫心海是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"纳西妲女士,是什么性别呢?",纳西妲是女性,纳西妲是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,罗莎莉亚女士使用哪种元素?",冰元素,"罗莎莉亚使用冰元素
罗莎莉亚,冰元素魔法师，仙玉京的拥有者",0.5671910643577576,0.7841920852661133,0.6582688689231873,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚女士能控制什么元素力?,风元素,早柚控制风元素,0.6873793005943298,0.8422935009002686,0.7569921016693115,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪先生能控制什么元素力?,风元素,温迪控制风元素,0.7026081085205078,0.8809269666671753,0.7817274928092957,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉的元素属性是什么?,冰元素,"莱依拉,冰元素",0.7201825380325317,0.9287776947021484,0.8112863302230835,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特女士的身份是什么?,琳妮特是魔术师林尼的助手,琳妮特是魔术师林尼的助手,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"芭芭拉女士,她是什么性别？",芭芭拉是女性,芭芭拉是西风教会的祈礼牧师，女性,0.6535448431968689,0.9030073881149292,0.7582859992980957,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森的性格特征是什么?,"艾尔海森,喜欢保持低调，自由自在地做自己想做的事情。","艾尔海森,喜欢保持低调，自由自在地做自己想做的事情。",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗女士会用哪种元素?,雷元素,九条裟罗使用雷元素,0.6099753379821777,0.8452364206314087,0.7085887789726257,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良女士是属于哪个国家的?,绮良良来自稻妻,绮良良来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
砂糖的职责是什么?,砂糖是研究者,砂糖是研究者,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问雷电将军的身份是什么？,雷电将军是稻妻的幕府将军,雷电将军是西风骑士团的侦察官,0.7320742607116699,0.748032808303833,0.7399675250053406,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝女士是男孩还是女孩？,坎蒂丝是女性,坎蒂丝是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫女士的工作是什么?,宵宫是烟花专家，烟花点「长野原」衣钵继承人,宵宫是烟花专家，烟花点「长野原」衣钵继承人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏女士是什么性别？,安柏是女性,安柏是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎先生的工作是什么?,五郎是海祇岛军的大将,五郎是海祇岛军的大将,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜女士是什么身份?,芙宁娜是欧庇克莱歌剧院的大明星，水神,芙宁娜是欧庇克莱歌剧院的大明星，水神,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
